map_creation_id,M0,M1,M2,M3,M4,M5,M6
1512246814140.703, 0.00000, 6.886211, 0.00000, 0.00000, 0.00000, 0.000000, 0.00000
1512246814142.471, 0.00000, 0.000000,16.62611, 0.00000, 0.00000, 0.000000, 0.00000
1512246814146.265, 0.00000, 0.000000, 0.00000, 0.00000, 9.11572, 0.000000, 0.00000
1512246814144.811, 0.00000, 0.000000, 0.00000, 6.88846, 0.00000, 0.000000, 0.00000
1512246814138.003, 5.72957, 0.000000, 0.00000, 0.00000, 0.00000, 0.000000, 0.00000
1512246814148.270, 0.00000, 0.000000, 0.00000, 0.00000, 0.00000,18.297499, 0.00000
1512246814144.696, 0.00000, 0.000000, 0.00000,12.72137, 0.00000, 0.000000, 0.00000
1512246814148.361, 0.00000, 0.000000, 0.00000, 0.00000, 0.00000, 4.610274, 0.00000
1512246814138.381, 9.61863, 0.000000, 0.00000, 0.00000, 0.00000, 0.000000, 0.00000
1512246814142.388, 0.00000, 0.000000, 1.45256, 0.00000, 0.00000, 0.000000, 0.00000
1512246814144.820, 0.00000, 0.000000, 0.00000,18.60284, 0.00000, 0.000000, 0.00000
1512246814148.567, 0.00000, 0.000000, 0.00000, 0.00000, 0.00000, 8.033476, 0.00000
1512246814146.676, 0.00000, 0.000000, 0.00000, 0.00000, 0.94879, 0.000000, 0.00000
1512246814144.757, 0.00000, 0.000000, 0.00000, 1.14929, 0.00000, 0.000000, 0.00000
1512246814146.810, 0.00000, 0.000000, 0.00000, 0.00000, 6.18260, 0.000000, 0.00000
1512246814143.115, 0.00000, 0.000000,16.83060, 0.00000, 0.00000, 0.000000, 0.00000
1512246814141.082, 0.00000,16.886327, 0.00000, 0.00000, 0.00000, 0.000000, 0.00000
1512246814148.182, 0.00000, 0.000000, 0.00000, 0.00000, 0.00000,16.913368, 0.00000
1512246814138.591,13.87166, 0.000000, 0.00000, 0.00000, 0.00000, 0.000000, 0.00000
1512246814148.404, 0.00000, 0.000000, 0.00000, 0.00000, 0.00000, 5.920240, 0.00000
1512246814144.184, 0.00000, 0.000000, 0.00000,12.05190, 0.00000, 0.000000, 0.00000
1512246814138.127,11.90697, 0.000000, 0.00000, 0.00000, 0.00000, 0.000000, 0.00000
1512246814142.743, 0.00000, 0.000000, 2.76607, 0.00000, 0.00000, 0.000000, 0.00000
1512246814138.671,16.25862, 0.000000, 0.00000, 0.00000, 0.00000, 0.000000, 0.00000
1512246814142.982, 0.00000, 0.000000,19.07217, 0.00000, 0.00000, 0.000000, 0.00000
1512246814141.117, 0.00000, 8.135700, 0.00000, 0.00000, 0.00000, 0.000000, 0.00000
1512246814142.499, 0.00000, 0.000000, 1.81630, 0.00000, 0.00000, 0.000000, 0.00000
1512246814148.792, 0.00000, 0.000000, 0.00000, 0.00000, 0.00000,19.256788, 0.00000
1512246814146.124, 0.00000, 0.000000, 0.00000, 0.00000, 9.34091, 0.000000, 0.00000
1512246814143.069, 0.00000, 0.000000,14.29143, 0.00000, 0.00000, 0.000000, 0.00000
1512246814148.353, 0.00000, 0.000000, 0.00000, 0.00000, 0.00000, 1.293878, 0.00000
1512246814144.194, 0.00000, 0.000000, 0.00000, 3.92800, 0.00000, 0.000000, 0.00000
1512246814150.721, 0.00000, 0.000000, 0.00000, 0.00000, 0.00000, 0.000000,11.79691
1512246814146.974, 0.00000, 0.000000, 0.00000, 0.00000, 1.66986, 0.000000, 0.00000
1512246814140.810, 0.00000,15.262080, 0.00000, 0.00000, 0.00000, 0.000000, 0.00000
1512246814146.719, 0.00000, 0.000000, 0.00000, 0.00000, 1.36106, 0.000000, 0.00000
1512246814146.801, 0.00000, 0.000000, 0.00000, 0.00000, 2.18080, 0.000000, 0.00000
1512246814150.256, 0.00000, 0.000000, 0.00000, 0.00000, 0.00000, 0.000000,17.90396
1512246814142.424, 0.00000, 0.000000, 0.69904, 0.00000, 0.00000, 0.000000, 0.00000
1512246814150.781, 0.00000, 0.000000, 0.00000, 0.00000, 0.00000, 0.000000,10.30836
1512246814148.036, 0.00000, 0.000000, 0.00000, 0.00000, 0.00000,16.579053, 0.00000
1512246814146.141, 0.00000, 0.000000, 0.00000, 0.00000, 8.84554, 0.000000, 0.00000
1512246814150.824, 0.00000, 0.000000, 0.00000, 0.00000, 0.00000, 0.000000,14.25834
1512246814137.896, 3.85449, 0.000000, 0.00000, 0.00000, 0.00000, 0.000000, 0.00000
1512246814150.773, 0.00000, 0.000000, 0.00000, 0.00000, 0.00000, 0.000000, 7.05082
1512246814148.603, 0.00000, 0.000000, 0.00000, 0.00000, 0.00000,11.647190, 0.00000
