map_creation_id,M0,M1,M2,M3,M4,M5,M6
1513851828143.894, 7.11658968, 9.4226773, 5.9780491,10.29592915,13.9214602, 3.31534370, 8.0875314
1513851828127.413,14.86697143, 5.0001413, 4.6472443,19.80886179,12.3876069,12.84907540, 5.9992949
1513851828138.797, 3.15621724, 6.6884993, 1.9676623, 1.47249871, 8.7596912,16.77180081,13.3971019
1513851828116.512, 8.02809590,17.5000697,17.8001086,11.29918276, 3.1722281, 9.90181832, 1.0711750
1513851828103.883,15.58487838,16.2457014,12.8682521, 3.37319778,11.8806447, 9.90501686,16.7544517
1513851828135.875,19.56589778,13.5976957,10.2862359,19.00528340, 4.0065004,17.11284002, 5.5922286
1513851828135.234,16.18132079, 6.5710398,18.7356206,13.78787629, 8.1690463,17.28336371, 6.8842833
1513851828145.876, 5.59062771,19.2085087,10.0993451,16.63653488,18.8277189, 4.42771214, 5.2868979
1513851828112.321, 5.32458612, 1.0263409,13.1362440,18.44373235,19.4212502,18.43134138, 8.7954157
1513851828098.798,17.18974717,15.3969086, 4.3914347, 2.04023689,18.4813070,13.48104739,18.3966827
1513851828127.707,19.97222510, 6.9841015,11.0785710, 1.47356327, 9.3764132, 0.49531827,16.7548118
1513851828109.367,16.46986101, 8.3438499,19.6742765,11.04672203, 1.9751096,14.99924093, 1.6698288
1513851828131.852,17.25581076, 0.1622453,13.0669505, 2.40206237, 4.3023376, 9.49179611,17.7742288
1513851828127.337,17.28310179, 9.2242703, 8.7079040,13.47140048, 1.2409686,13.96296279,12.7195219
1513851828103.264, 7.18780923, 7.3838783,19.6708087,16.17185750, 8.9201179, 8.45041065, 5.4357167
1513851828100.757, 0.60572878,12.4900433,14.0211566,16.30638320,15.2056028,12.02894570,13.2794228
1513851828137.150,11.87896318, 2.5591379, 1.4335951, 9.28710370, 1.2155039, 1.33596619,12.7697345
1513851828108.164,18.84809097, 6.7692490,14.5611200, 5.98922085, 1.0264104, 4.99630418, 5.9850788
1513851828139.726, 8.03129642,19.4650642,14.4944630,12.87256201,11.9584716, 5.25208020, 6.5884322
1513851828107.918, 6.18013732, 0.7451940,15.4550726, 7.05111518,16.4381682, 4.59870275, 9.6902244
1513851828127.923,14.81365322, 1.0480010,10.2860870,11.74023414,15.5404875,15.48615064,12.5521279
1513851828109.131,10.83415846, 8.6236464, 0.5210638,17.63681264, 4.3692598, 6.20360544, 5.8313001
