map_creation_id,M0,M1,M2,M3,M4,M5,M6
1513851902608.062,6.195523,6.7953431,6.2255308,4.473251,1.937767,5.420024,6.276011
1513851902606.910,4.430551,6.6006243,6.1642681,1.051077,0.117214,9.439014,9.924334
1513851902608.032,4.470035,8.7963234,8.2452968,7.179112,3.090069,2.226555,5.697606
1513851902606.334,2.534274,5.2881471,0.0225862,2.855341,1.875974,6.499738,2.661162
1513851902607.941,2.125195,4.9094456,0.2054204,6.826758,7.715456,6.730240,7.845754
1513851902606.209,3.535866,2.7600100,2.2734456,5.675819,7.573333,3.297474,0.668939
1513851902597.717,4.899432,5.7802575,0.1341999,3.513919,6.487086,5.467499,4.284124
1513851902605.463,9.044993,6.5190635,4.0905700,3.674045,6.829028,7.952018,5.064631
1513851902607.363,2.124316,4.9665395,5.9679171,2.719967,4.705204,7.738918,4.165125
1513851902605.591,5.648099,1.7657324,4.0425953,7.984968,1.163632,9.377232,3.908084
1513851902605.395,6.220565,1.0563427,1.9031964,1.964840,1.858911,7.698026,5.710594
1513851902607.324,7.154277,9.7840129,9.4363179,2.521524,0.261163,2.054642,9.086605
1513851902605.792,8.054173,8.6421120,1.9876778,9.438554,7.939454,6.923140,2.133945
1513851902607.702,9.401206,7.4470660,5.5003373,6.228150,9.457389,4.722259,8.903894
1513851902606.551,4.381490,0.5233872,4.1620620,0.888082,6.763040,1.837963,4.688089
1513851902606.591,1.426423,2.3694037,3.7942159,6.008277,8.785187,9.148734,8.399706
1513851902607.053,9.434607,6.3901218,9.2401980,3.624746,3.280412,5.311508,6.679628
1513851902605.763,6.285601,7.4910531,1.7686497,6.211896,0.911949,9.841356,7.087768
1513851902607.212,7.520923,7.7689672,3.2977872,1.961409,6.943977,3.733740,0.983424
1513851902605.902,2.618854,8.3540955,7.4202991,5.256914,3.253857,4.572865,1.364911
1513851902605.792,8.054173,8.6421120,1.9876778,9.438554,7.939454,6.923140,2.133945
1513851902607.266,1.291004,4.0006099,3.2832565,6.661088,7.659027,6.130825,5.471239
1513851902606.487,2.753343,1.5267780,5.9841169,9.070653,4.905983,3.827055,5.884096
1513851902607.212,7.520923,7.7689672,3.2977872,1.961409,6.943977,3.733740,0.983424
1513851902607.193,1.508632,5.6609340,3.5649811,3.497100,2.135399,3.783172,6.597734
1513851902607.713,6.283751,9.0079862,2.9680196,4.065036,4.986998,3.932423,8.864994
1513851902607.440,9.579433,4.5666821,8.1722076,1.650983,7.599475,7.766354,1.961639
1513851902605.623,8.954210,2.0719408,5.1256804,6.758983,6.550119,5.223428,4.665122
1513851902607.300,2.410364,3.1519996,7.7362347,3.659349,2.680239,8.205784,2.850115
1513851902605.837,4.100543,6.8822648,0.8842751,2.965538,5.388945,9.820370,1.464521
1513851902606.509,2.903004,5.2832967,3.7567772,9.992487,4.050076,6.067591,7.025888
1513851902605.435,2.421711,0.1215514,1.3617354,5.827879,2.980389,1.359260,8.803670
1513851902605.653,4.212000,9.7366110,1.8364704,7.736147,8.689957,2.711833,6.841993
1513851902597.608,9.710557,0.2412061,7.3118243,7.381418,0.958579,1.237868,2.794728
1513851902607.008,4.793851,2.2129061,8.5489624,9.304117,9.078111,7.385124,4.163209
1513851902606.688,3.454645,2.1333582,4.3886472,1.644496,5.301160,0.695440,6.522402
1513851902606.509,2.903004,5.2832967,3.7567772,9.992487,4.050076,6.067591,7.025888
1513851902607.798,6.466508,1.8281159,6.8213384,5.049086,2.407169,7.077185,3.586829
1513851902605.435,2.421711,0.1215514,1.3617354,5.827879,2.980389,1.359260,8.803670
1513851902606.754,8.816354,7.1049234,3.0986657,2.518421,7.071243,7.548920,7.734322
1513851902606.821,6.707003,1.0976207,0.2141916,6.624660,5.586284,7.493127,6.099077
1513851902605.653,4.212000,9.7366110,1.8364704,7.736147,8.689957,2.711833,6.841993
1513851902606.677,5.522638,4.2879276,2.9117626,6.163397,1.666158,5.417079,5.472999
1513851902607.450,4.812363,3.8629161,4.5718679,1.164189,2.908284,9.112859,9.361029
1513851902608.043,3.625945,5.0763555,7.6478954,1.576184,8.000489,3.450166,2.280040
1513851902606.444,6.684455,2.1191448,6.9335026,4.900025,0.666547,2.504023,4.936879
1513851902597.726,6.491614,4.6726153,9.0604409,0.772511,2.563056,6.344291,3.692293
1513851902605.426,9.383191,3.2654322,8.4320542,1.303948,6.363077,0.098248,6.137020
1513851902607.722,7.812473,4.8273278,8.4228353,0.288693,8.640763,7.712528,2.876648
1513851902605.614,7.459289,5.3776785,8.7041257,3.294329,2.994726,9.926513,3.622237
1513851902607.975,5.807931,6.4152333,8.0231534,0.336306,7.641521,8.291570,2.935393
1513851902605.881,3.206450,0.7666148,5.4728113,4.789758,2.948011,9.441378,9.917290
1513851902607.611,0.611685,3.8003049,6.7781675,9.754979,0.426539,0.680411,6.469514
1513851902607.173,1.589502,5.8265717,2.9366419,4.176720,2.445494,8.751232,7.985028
1513851902608.021,2.724205,0.0051122,6.6144956,3.721290,7.928103,1.923897,3.527667
1513851902607.532,3.906844,8.6804702,1.5925826,8.446427,3.592598,4.182483,1.025717
1513851902606.539,5.106975,3.7549937,4.8411604,6.388598,0.958720,5.116453,0.356975
1513851902605.902,2.618854,8.3540955,7.4202991,5.256914,3.253857,4.572865,1.364911
1513851902606.149,1.268009,0.1684152,8.3968837,6.357719,9.283141,4.051451,7.317483
1513851902607.788,6.655427,3.6040240,8.3107993,1.561634,7.797836,2.437349,8.916991
1513851902606.611,8.564377,6.4819789,8.1323181,8.073900,1.912248,7.831012,5.933341
1513851902607.481,2.324173,6.0730083,4.4684332,3.646872,5.402361,0.817028,5.215668
1513851902606.634,0.946384,6.7033662,6.5100808,6.390197,7.136276,0.046795,2.978280
1513851902607.224,0.956871,4.1080983,8.6814895,4.855254,9.662063,2.587132,9.491629
1513851902607.469,9.901054,7.4756261,6.7407534,6.434409,7.742043,8.696734,2.235170
1513851902608.032,4.470035,8.7963234,8.2452968,7.179112,3.090069,2.226555,5.697606
1513851902605.675,1.737866,9.8778123,0.6072861,6.874487,0.497844,4.905865,7.886632
1513851902608.021,2.724205,0.0051122,6.6144956,3.721290,7.928103,1.923897,3.527667
1513851902605.763,6.285601,7.4910531,1.7686497,6.211896,0.911949,9.841356,7.087768
1513851902606.230,0.841049,2.4384878,7.8890074,8.451970,7.422637,0.292473,9.751396
1513851902606.996,2.778908,8.8455627,2.0031831,6.943553,6.691939,3.571410,6.647828
1513851902606.334,2.534274,5.2881471,0.0225862,2.855341,1.875974,6.499738,2.661162
1513851902605.721,0.712338,7.1859073,7.8838210,7.154551,8.905230,7.029318,1.457733
1513851902606.709,1.880312,9.3096278,3.7474662,2.780896,7.811925,7.441241,4.792796
1513851902597.492,9.490402,0.0860377,5.4775176,4.427805,3.636248,6.692485,1.939033
1513851902606.731,1.836560,9.8913082,1.2659076,9.188193,1.783350,5.142905,9.431470
1513851902607.111,2.827317,7.1100678,8.0347864,6.250856,5.640757,5.047347,8.550471
1513851902607.893,4.546099,6.5380556,0.4925617,2.525238,0.194587,8.445158,1.327128
1513851902606.922,3.558625,8.8776548,7.5602870,1.283235,1.365568,7.126541,3.285787
1513851902597.549,1.000535,7.4801143,1.3610512,8.881921,3.917871,6.751398,7.641517
1513851902605.454,1.808991,4.5436334,9.7716602,1.425126,3.019829,3.556664,9.512696
1513851902606.811,5.630383,2.5778248,5.6286027,9.482871,1.934330,7.527499,4.144313
1513851902605.643,8.185463,9.3813364,8.8992411,4.058291,5.519204,4.686451,5.670065
1513851902606.699,4.083900,2.4505694,6.2944358,2.432247,6.944836,5.808142,9.508392
1513851902607.749,1.762337,8.1263385,6.1240264,2.935197,4.545691,0.990027,1.514171
1513851902597.692,9.966129,9.4351814,3.6003528,3.992414,5.763970,8.747275,5.140314
1513851902606.942,5.938804,0.6083520,1.5913317,4.747396,1.949308,3.111545,2.663002
1513851902606.249,7.654377,0.1197476,4.4973644,5.521465,7.923200,9.389569,3.358887
1513851902607.338,1.006847,1.4856894,7.2345232,5.047365,6.967655,4.493792,4.452945
1513851902605.426,9.383191,3.2654322,8.4320542,1.303948,6.363077,0.098248,6.137020
1513851902608.095,3.679120,6.8043150,1.4441632,3.230072,5.115039,7.772780,0.553054
1513851902605.472,0.842913,9.8825935,1.5798089,7.395013,1.228526,7.012125,5.646683
1513851902606.887,9.746540,4.7192304,2.9686080,7.166606,2.304514,1.101150,2.374669
1513851902605.602,3.886100,8.0975251,2.7386863,1.185798,5.770840,6.174764,2.965159
1513851902605.557,9.011717,3.0279569,4.3343570,4.761929,8.086482,0.553487,0.076892
1513851902597.600,4.551024,0.0486164,1.7744400,0.275858,9.439584,9.040436,4.680056
1513851902606.356,6.296312,0.3964594,7.4119802,2.537509,3.787421,2.377985,2.504475
1513851902606.867,4.404141,2.8464667,9.4939891,1.229014,2.198182,9.816036,2.543151
1513851902605.371,4.823709,1.9923298,5.7886686,8.837447,3.420396,6.024496,5.659966
1513851902597.483,9.060922,9.9892388,1.1073524,7.401804,6.014171,7.430495,5.349581
1513851902606.972,8.472063,4.6072221,8.9956220,7.917090,8.979117,3.919136,1.425725
1513851902605.890,4.413297,0.8370590,0.2997213,5.341749,9.664857,3.267622,0.887099
1513851902607.611,0.611685,3.8003049,6.7781675,9.754979,0.426539,0.680411,6.469514
1513851902605.890,4.413297,0.8370590,0.2997213,5.341749,9.664857,3.267622,0.887099
1513851902608.119,8.347905,7.0717854,9.7049483,2.804030,8.561653,6.870549,1.074419
1513851902605.653,4.212000,9.7366110,1.8364704,7.736147,8.689957,2.711833,6.841993
1513851902606.985,2.127814,8.5064592,3.5818485,8.585973,1.841016,2.006910,7.351558
1513851902605.753,2.253612,2.3979524,0.6965551,8.784714,8.785539,3.110122,4.445292
1513851902605.815,3.429152,6.3383739,8.9539627,6.373370,7.648909,6.056767,8.297878
1513851902607.880,4.724064,0.3028644,0.3387939,0.894810,6.120832,5.459895,4.936182
1513851902606.487,2.753343,1.5267780,5.9841169,9.070653,4.905983,3.827055,5.884096
1513851902597.692,9.966129,9.4351814,3.6003528,3.992414,5.763970,8.747275,5.140314
1513851902606.168,5.393688,3.1628493,3.3705887,1.118004,4.781077,6.471421,1.627134
1513851902605.435,2.421711,0.1215514,1.3617354,5.827879,2.980389,1.359260,8.803670
